text,label
"Багратион окликнул офицера, и Тушин, робким",0
"Несмотря на то, что между Анатолем",0
"«Ваш сын, – писал он, –",0
– Приходи.,0
— Ну а как тот или,1
"– Отчего вы говорите, что этот",0
"— Кто приходил? — перебил Раскольников,",1
"– Пг'авда, чог'т возьми! – закричал,",0
Он положил ей обе руки на,1
– Морковное.,0
"— Задремал, должно быть, спросонья, —",1
"— Всякие торгуют, — отвечал парень,",1
"— ...Так вот же тебе, почтеннейшая",1
Но он с неестественным усилием успел,1
— Перемен экономических много... — отозвался,1
Раскольников стоял и сжимал топор. Он,1
Княжна Марья встала и направилась к,0
– Нет.,0
Вечер Анны Павловны был пущен. Веретена,0
"– Я не люблю, когда ты",0
"«С Богом!» проговорил Багратион твердым, слышным",0
"Так, господи! Я верую, что ты",1
— Я вам проценты еще за,1
— Я этого не могу сделать!,1
"— Да, я теперь сам вижу,",1
"– Я рад, я рад, –",0
— Видел.,1
"– Вот это славно, – сказал",0
Он странно посмотрел на нее.,1
"– Ну, пей же всю! –",0
"– Au moins changez de coiffure,",0
Вечером того же дня на квартире,0
"Князь Андрей невольно улыбнулся, взглянув на",0
— А с ними-то что будет?,1
"— Нет, документ меня не стеснял,",1
"— Эх, не могу я тебе",1
"Испуганное, бледное лицо Телянина начало дрожать",0
— Пить дай... Настасьюшка.,1
"— Да помилуйте, капитан, — начал",1
– Знаешь ли ты или не,0
"— Родя, что ты! Ты, верно...",1
Исповедь и причащение кончились. Катерина Ивановна,1
"Старуха опомнилась, и решительный тон гостя",1
— Нет! Не пойду я к,1
"– Ну, ну, хорошо! – сказал",0
"За этим солдатом четыре солдата, неся",0
"Князь Андрей вышел в переднюю и,",0
— Да вы зачем в фатеру-то,1
Улыбка эта в то же мгновение,0
"— Так неси же, ради бога,",1
"— Разумеется, нет! Я для справедливости...",1
"– Нет, вы знаете ли, что",0
"Денисов остановился, подумал и, видимо поняв",0
"Соня законфузилась ужасно и села опять,",1
"Он тяжело перевел дыхание, — но",1
"Соня долго молчала, как бы не",1
"– Ей пишу, – сказал он.",0
Выражение: «началось! вот оно!» было даже,0
— Моя статья? В «Периодической речи»?,1
– Но это всё таки не,0
"Услышав, что «еще не просыпался», но",1
Тот оборотился.,1
— Все в одной?,1
— Какое вам дело? Почем это,1
"Княжна улыбнулась, как улыбаются люди, которые",0
Страшный сон приснился Раскольникову. Приснилось ему,1
"– Впрочем, если прикажете, ваше величество,",0
Они молча стояли друг против друга.,0
– В котором часу убит генерал,0
Князь Андрей поцеловался с сестрою рука,0
"— А так-с, надо-с. Сегодня-завтра я",1
– Тебе хорошо… я не завидую…,0
"Наташа отстала только тогда, когда ей",0
— Семой час давно!,1
"«Ну, за что они меня?…» думал",0
– La femme est la compagne,0
– Ce n'est pas une histoire,0
И вдруг Раскольникову ясно припомнилась вся,1
"– Николенька едет через неделю, его…",0
"— Н-нет, — чуть слышно прошептала",1
Молодая княгиня Болконская приехала с работой,0
Справа Ростов видел первые ряды своих,0
"– А, Бондаренко, друг сердечный, –",0
"– Ну, что, молодой кавалерист, как",0
"– Ну, что, юноша? – сказал",0
"Красавица направилась к тетушке, но Пьера",0
"— Значит, от убытка бог избавил:",1
"– А то приезжало сейчас начальство,",0
"— Заклад принес, вот-с! — И",1
— Да ведь она ж моя,1
— Как... ты... Как... Кого ты,1
Кутузов избрал этот последний выход.,0
«Что они делают? – думал князь,0
– У каждого свои секреты. Мы,0
"— Нашли, что ли, его? —",1
— Гот дер бармгерциге! Я так,1
– Вот нынешнее воспитание! Еще за,0
"— Похвально; ну-с, продолжайте.",1
Раскольников смотрел на всё с глубоким,1
Поблагодарив Анну Павловну за ее charmante,0
И опять она заплакала горьче прежнего.,0
"– Ты всё такой же мечтатель,",0
"– Мы все не без слабостей,",0
– Кончено! – сказал Борис.,0
"– Но ради Бога, будь осторожнее:",0
"Лицо Кутузова неожиданно смягчилось, и слезы",0
Французы последний раз были отбиты. И,0
"– Да вот вы были, –",0
"В приятну ночь, при лунном свете,",0
Письмоводитель смотрел на него с снисходительною,1
– Он принял лекарство?,0
Как в часах результат сложного движения,0
"«А что, если уж и был",1
"— Ну, и руки греет, и",1
Он поехал почти по передней линии.,0
"— Нет, нет, это хорошо, что",1
"— Вы, кажется, этого не ожидали?",1
— Хорошо. Я вот бы как,1
"— Позволь, я тебе серьезный вопрос",1
"– Mais, ma pauvre Catiche, c'est",0
"– Ты всем хорош, Andre, но",0
"Действительно, минут через пять Лебезятников возвратился",1
— Неужели сам доктор так говорил?,1
– Во фронте не разговаривать!… Не,0
"Они вошли в залу, из которой",0
Опять помолчали.,1
"– Да, поди, поди, вели приготовить,",0
Но Пьер почел нужным спросить:,0
"– Перестаньте шутить, Билибин, – сказал",0
— Никто не приходил. А это,1
«Что это? я падаю? у меня,0
"Раскольников прошел прямо на —ский мост,",1
"Пьер слышал, как она сказала:",0
"— Гм! — сказал тот, —",1
"— Да чего же ты, батюшка,",1
"– Я тебе скажу больше, –",0
"– Ну, что, кончил? – обратился",0
"– Княгиня, иди же сюда, –",0
"— Да я, может, больше вашего",1
«Во вкус вхожу в иных пунктах!»,1
— Никто ничего не поймет из,1
– И зачем нас нелегкая несет,0
"Ему хотелось высказать Долгорукову свой, составленный",0
"– Возьмите это и передайте, –",0
"– Le general Koutouzoff, – сказал",0
"Но фурштат, не обращая внимания на",0
"Младшая, румяная и смешливая княжна Софи,",0
— Это вы сказали сегодня Порфирию...,1
Настасья молча и нахмурившись его рассматривала,1
"— Ну да, чтоб ограбить. Перестань,",1
И он крепко стиснул ее пальчики.,1
"— Пожалуй... Впрочем, я вас предупреждаю,",1
«Иисус говорит ей: воскреснет брат твой.,1
"— Н-ничего-то вы не понимаете, я",1
— Будто не знаете; я ведь,1
– Я об одном не перестаю,0
— Как это низко! — раздался,1
Прежде Пьер в присутствии Анны Павловны,0
"– О, и очень! Мой брат",0
Ночной туман к утру оставил на,0
Впереди пошел граф с Марьей Дмитриевной;,0
— Давно! Боже мой!,1
"— Да что вы, боитесь, что",1
— Вот этот самый полуштоф-с на,1
— Угадала? — прошептал он наконец.,1
– Нет Бонапарте. Есть император! Sacre,0
– Mais a propos de votre,0
"Сражение, состоявшее только в том, что",0
"Князь Андрей, говоря это, был еще",0
ЧАСТЬ ПЕРВАЯ,0
— Э-эх! Чем ты убил?,1
"Кутузов тяжело вздохнул, окончив этот период,",0
"Возвратясь с Сенной, он бросился на",1
"— Помилуй, да разве можно его",1
"— Ты мнителен, потому и взвешивал...",1
— Экое страдание! — вырвался мучительный,1
Он скинул и отряхнул одеяло. Кошелька,0
— Сто есь духу беги! —,1
— То есть не в сумасшедшие.,1
"— Брат, — твердо и тоже",1
"Князь Василий замолчал, и щеки его",0
— Гм! — громко сделал Разумихин.,1
– Я и с мужем вашим,0
Когда щи были принесены и он,1
Было 9 часов утра. Туман сплошным,0
"– Непременно, а Кутузову не обещаю.",0
"– Да, порох, – сказал граф.",0
Государь поровнялся с Ростовым и остановился.,0
– А у меня четыре сына,0
"— Да вы бы внакладочку, Настасья",1
Княжна Элен улыбалась; она поднялась с,0
Голова колонны спустилась уже в лощину.,0
– А проехать в санях можно?,0
— Чего это не надо?,1
– Что вы делаете! – отчаянно,0
— Господи! Да чего вам?.. Кто,1
Несвицкий и Жерков так были удивлены,0
— Так зачем же ты ее,1
— Это мало; я за тебя,1
— Там сидят?,1
Пьер жил y князя Василия Курагина,0
"– Но он масон должен быть,",0
— На похороны-с.,1
— То есть не то чтобы...,1
"В назначенный час, напудренный и выбритый,",0
"Пьер встал, чтобы помочь слуге.",0
"Увидав графа, она протянула к нему",0
"– Нет, без шуток, – сказал",0
"Знакомая павлоградцам, с высокоподнятыми плечами, фигура",0
"Когда Соня вышла на канаву, они",1
"В дыму, оглушаемый беспрерывными выстрелами, заставлявшими",0
Авдотья Романовна была бледна; рука ее,1
«Или отказаться от жизни совсем! —,1
— Что с вами? — спросила,1
"«Наполеон, пирамиды, Ватерлоо — и тощая",1
"Но в ту минуту, как он",1
"Его разговор, казалось, возбудил общее, хотя",1
Она поставила перед ним свой собственный,1
"— О, это весьма часто бывает!",1
– Les huzards de Pavlograd? [Павлоградские,0
"Гусар только вздохнул, ничего не отвечая,",0
"– Ну, до свидания, – сказал",0
"— Точно так-с, и уж, разумеется,",1
"— Это я знаю, что вы",1
"— Софья Семеновна, — поправил Раскольников.",1
"Пьер не понимал, в чем дело,",0
– Что от них проку! Только,0
"— Можно ли, можно ли так?",1
— Давайте! — сказал он грубо.,1
"– Совершенно с вами согласен, –",0
— Да... помню... Вахрушин... — проговорил,1
– О! о! о!,0
Так говорила в июле 1805 года,0
Лицо Сони вдруг страшно изменилось: по,1
"– Спрошу, – отвечала Наташа.",0
— Я не знаю-с. Это только,1
"– А, да вы мне не",0
"— Стало быть, лучше Лужину жить",1
"– А, из Вены? Хорошо. После,",0
"— Дунечка! Да подумай только, в",1
– Извольте пропустить эту повозку. Разве,0
"– Я выпью, давай бутылку рому!",0
"— Какое мне дело, что вам",1
"— Да, замочился... я весь в",1
"– И прекрасно, – закричал он.",0
– Я не говорю про цареубийство.,0
— А вы были и шулером?,1
"– Видали, брат!",0
"— Ну-с, браните меня или нет,",1
— Я уж не говорю про,1
Князь Андрей только пожал плечами на,0
"– Глянь ка, глянь, – говорил",0
"– Поход, господа. Мак в плен",0
"Большие заговорили о Бонапарте. Жюли, дочь",0
По доскам моста раздались прозрачные звуки,0
– К чорту! – проговорил он,0
— На диван! Кладите прямо на,1
— Восхитительная? Ты сказал восхитительная! —,1
Но прежде чем он договорил эти,0
"– Это ваша protegee, [любимица,] ваша",0
"— Не беспокойтесь, не дам-с, —",1
"– А у нас, брат, что!",0
"Лоррен, поджав губы, строго и отрицательно",0
"— Фу, какой ты... свинтус! —",1
– Англичанин хвастает… а?… хорошо?… –,0
"Полковой командир, в ту самую минуту",0
— А Дуклиду спросите.,1
"Марья Дмитриевна и графиня засмеялись, и",0
"— Да что вы оба, шутите,",1
"— Судейский? Да, именно судейский, деловой...",1
"– То то торопили выступать, а",0
— Ваша воля. — И старуха,1
"— Настасья, что ж ты молчишь?",1
"— Ну, так я вас особенно",1
"Князь Андрей, видимо желавший смягчить неловкость",0
"Он как будто улыбнулся, но как",1
"— А знаете что, — спросил",1
"– Слава Богу, – сказал сын,",0
"– Вздог'! – закричал он так,",0
– Хорошо! – сказал Багратион.,0
Одна внезапная посторонняя мысль вдруг почти,1
"— Пойдем! — сказал Зосимов, кивнув",1
"— Зачем, зачем же нам свое",1
"Несмотря на эти странные слова, ему",1
"– Вот зачэм, мы лосты вый",0
Они вышли на крыльцо и в,0
"Среди комнаты стояла Лизавета, с большим",1
"— Отца. Я по улице шла,",1
– О гвардия! – сказал Ростов.,0
"– Bonjour, ma cousine, – сказал",0
— Не там смотрите... в четвертом,1
[Вся Москва только и говорит что,0
– Как чорта ли в письме?,0
Берг воспользовался случаем спросить с особенною,0
— И об этом слышал-с. Слышал,1
"– Andre, deja! [Андрей, уже!] –",0
"– Пропустите, я вам говорю, –",0
— Ве-верую. Зачем вам всё это?,1
"Анатоль сидел, сняв камзол и подпершись",0
– Да нету.,0
Соня начала дышать с трудом. Лицо,1
— Совсем ничего не сидит! —,1
"– Бонапарте… – начал было Долохов,",0
– Ежели бы вы мне сказали,0
— Убивать? Убивать-то право имеете? —,1
— Письмо! ко мне! от кого?,1
"Он забылся; странным показалось ему, что",1
– В девятом часу велено на,0
Николай Ростов в этот день получил,0
— Я к вам в последний,1
"— А если я передам, вы",1
"– Courage, courage, mon ami. Il",0
"Как только он узнал, что русская",0
"Берг надел чистейший, без пятнушка и",0
"Проговорив эти слова, она подошла к",0
"Раскольников отвечал резко, отрывисто, весь бледный",1
"– Поджидаю, ваше величество, – повторил",0
"— Не беспокойтесь, маменька, будет то,",1
"Князь Андрей, выехав в переднюю линию,",0
"Пьер стал пить стакан за стаканом,",0
До его квартиры оставалось только несколько,1
Он пришел к себе уже к,1
Курносое и черноволосатое лицо Васьки Денисова,0
"– Кончился, что ж его носить?",0
"– «Dieu me la donne, gare",0
"Общество после чаю перешло в диванную,",0
"Но князь Андрей не успел докончить,",0
"Княгиня ничего не сказала, и вдруг",0
"— Так не оставишь меня, Соня?",1
"— Родион Романыч Раскольников, господин студент",1
"— И очень даже, — продолжал",1
"– Ах, Боже мой! Боже мой!",0
"– Да, вот как! – сказал",0
— Не позволю! — крикнул было,1
"– Я вам прямо скажу, –",0
— Вам следует подать объявление в,1
– Батюшки! как ты переменился! –,0
"– Нет, не понимаешь!",0
"– Ma foi, sire, nous ferons",0
— Да ведь я вам и,1
Впереди произошло столкновение между австрийским колонновожатым,0
"— А може, и дома нет!",1
"— Да-с, у Гоголя-с... до приятнейшего",1
"Маленький человек, с слабыми, неловкими движениями,",0
"– Еще я хотел просить вас,",0
"Сам он представлялся себе огромного роста,",0
– Закидана дорога?,0
"– Это всё хорошо, никто не",0
"– Соня! – сказала она вдруг,",0
Они выехали на противоположную гору. С,0
– Врешь!,0
"Войско опять зашевелилось, и два батальона",0
— Говорил.,1
Николай не понял вопроса.,1
"— Удивляюсь, что вы ставите так",1
«Я так и знал! — бормотал,1
"— Знаешь, Соня, — сказал он",1
«Ба! это голос дворника... Что ему,1
"Он выбрился, надушился с тщательностью и",0
"Ольга вышла. Пьер постоял, посмотрел на",0
"Князь Андрей, умывшись и одевшись, вышел",0
Кутузов строго посмотрел на своего адъютанта,0
"Он забылся на одну минуту, но",0
— Садись! Все садись! — кричит,1
– Что стали то? Аль загородили?,0
"Между тем свитский офицер, стоявший впереди,",0
"— Однако ж, Пульхерия Александровна, —",1
"— Он сейчас приходил ко мне,",1
"– Что ж, ты разве не",0
— Да вы что думаете? —,1
"– Нельзя, в дело иду! выбг'ился,",0
— Да неужели ж вы будете,1
— Да что ты за человек?,1
— А почему ж бы и,1
– Не видал… Да в чем,0
"Вдруг губы его задрожали, глаза загорелись",1
— Квартира?.. — отвечал он рассеянно.—,1
Соня торопливо села. Серые и радужные,1
"— А, понимаю, вы думаете, что",1
– А капитуляция?,0
"– Борис, подите сюда, – сказала",0
"— Принимаю! Послушаем, пожалуйста, как он",1
Раскольников тотчас признал Катерину Ивановну. Это,1
Она достала из огромного ридикюля яхонтовые,0
"— Ах, господи! — вскричала Пульхерия",1
— Да ведь «Еженедельная речь» перестала,1
"«Был же болен некто Лазарь, из",1
"– Ах, это совершенно всё равно,",0
"Билибин был человек лет тридцати пяти,",0
И он стал на колени середи,1
"– Ах, какое несчастие! Дело, вы",0
"— Вот, Настасья, возьми, пожалуйста, —",1
"— Врешь ты, деловитости нет, —",1
"Анна Михайловна остановилась, чтобы поровняться с",0
"Князь Андрей всегда особенно оживлялся, когда",0
"– Я знаю, милая, добрая княжна,",0
"— От кого, не знаю. Три",1
"Сзади его стоял адъютант, доктора и",0
"И он вдруг ощутил, что мнительность",1
"— Удивительно, как он еще очнулся,",1
– Как можно быть здоровой… когда,0
"Ростов вспомнил то, что ему надо",0
"– Это офицер, ваше благородие, окровянил,",0
"Самым ужаснейшим воспоминанием его было то,",1
– Но ведь надо на что,0
– Как фамилия?,0
— И это мне в наслаждение!,1
"– Одно, что тяжело для меня,",0
"— Арестанта привели, Николая, — послышался",1
"– Ну, мой друг, я боюсь,",0
"— Усахарил, — пробормотала Настасья, плутовски",1
Городовой мигом всё понял и сообразил.,1
– Catiche a fait donner du,0
"Казаки отдали лошадь за два червонца,",0
"— Эй вы, Свидригайлов! Вам чего",1
"После первого, страстного и мучительного сочувствия",1
"Пьер чувствовал, что он был центром",0
"Она, видимо, забыла свои годы и",0
– И в комнате то никого,0
– Вот как все мужчины эгоисты;,0
"– Нездорова, что ли? От страха",0
"– Non, princesse, je suis perdue",0
– А почему?,0
Старуха полезла в карман за ключами,1
— Я и вас тоже прошу,1
"— Послушай, послушай, послушай, ведь это",1
"— Полно, Родя, я уверена, всё,",1
"– Ну, что он?",0
Раскольников подошел к Катерине Ивановне.,1
Ростов в эту ночь был со,0
«Долго же не отвяжутся!» — думал,1
"— Как, Родя, ты уж уходишь?",1
— А всё бы свести в,1
"— Сделайте же одолжение, — раздражительно",1
– Вы влюблены в меня? –,0
Он услышал поспешные шаги Разумихина и,1
"– Charmant, [Очаровательно,] – сказала Анна",0
Он с упорством остановился на этой,1
— Что с ним?,1
— А чтобы те леший! —,1
Как ни неудачно попала m lle,0
Раскольников тут уже прошел и не,1
— Что делать-с; наши национальные дороги,1
Раскольников мрачно посмотрел на него.,1
— Я только что проснулся и,1
"— Кстати, имеешь ты какое-нибудь влияние",1
"— Вы-таки логичны. Ну-с, а насчет",1
— Я не Катерины Ивановны теперь,1
"В день приезда молодых, утром, по",0
— У вас суп?,1
"– Ну, и слава Богу, засиделись.",0
"– Нельзя, mon cher, [мой милый,]",0
"— Прекрасная идея! Может, и все",1
"– Attendez, j'ai des vues sur",0
"— Наизусть знаю. Тащи суп, да",1
"– Ну, – сказал он, обратившись",0
"— А что это, дядьшка, журнал?",1
"— Ну, слушай же мой отчет,",1
Раскольников нахмурил брови и пристально посмотрел,1
— Да ты чего конфузишься? Ромео!,1
– Марья Дмитриевна? – послышался ее,0
Молодой человек не отвечал ни слова.,1
"Форейтор тронулся, и карета загремела колесами.",0
"— Ну уж ты, востроногий! —",1
"Эти шаги послышались очень далеко, еще",1
"– Это то мы и посмотрим,",0
— Вы любите драться? — спросил,1
– Мало ли он писал завещаний!,0
"– Ничего, ваше благородие? – сказал",0
«А пусть!» — подумал он.,1
"«Да что он, в самом деле,",1
– А меня хотите поцеловать? –,0
"— Любовь к будущему спутнику жизни,",1
"– Да, видел и убедился, что",0
"— Совсем нет! Теперь больше, чем",1
В то время как у Ростовых,0
"– А он, Ипполит, тебе не",0
— Ничего.,1
— Нимало. После этого человек человеку,1
"– Соня, ты не верь ей,",0
— Да ведь она и тебе,1
— Боже мой! — воскликнула Пульхерия,1
– А ты всё такой же,0
"– Дубинку промеж ног возьми, вот",0
"Но еще он не договорил, как",0
"Кашель задушил ее, но острастка пригодилась.",1
"— Вот вы все говорите, —",1
"Петр Петрович оказался настолько умен, чтобы",1
— Да что это! Да где,1
– Смир р р р на!,0
"– Вот спасибо: выручил, голубчик, –",0
Соня и толстый Петя прятались от,0
"Князь Багратион посмотрел на Тушина и,",0
— С чего ж это она,1
"Утро, последовавшее за роковым для Петра",1
Соня поспешила тотчас же передать ей,1
– Отец очень богат и скуп.,0
"— Марфу-то Петровну вы тоже, говорят,",1
Тут князь Ипполит фыркнул и захохотал,0
Порою он останавливался неподвижно перед какою-нибудь,1
— Да. Что это вы газеты,1
"– В том то и дело,",0
"— Быть не может, обоих освободят!",1
— Этот? А черт его знает!,1
– Ты напишешь ему? – спросила,0
"– Травничку можно, – сказал Тушин,",0
«Глупо! Слабо! Зачем я это прибавил!»,1
Опять то же чувство волной хлынуло,1
Вдруг хохот раздается залпом и покрывает,1
– Легли? – спросил князь.,0
– Пришел проститься.,0
– Навсегда? – сказала девочка. –,0
— Не стану подписывать.,1
"– Что ж вы не сказали,",0
— Ничего!.. — едва слышно отвечал,1
— Да что ты это?,1
"И, не протягивая руки, он пошел",1
"– Что ж, он, право, хороший",0
– От Николеньки письмо? Наверно! –,0
— С картофелем и крупой.,1
"– Ну ка ты, силач, –",0
"– Позвольте посмотреть мне кошелек, –",0
— Пошли-и-и! — крикнула на него,1
– У!… у!… у!… – проговорил,0
— Мне ваш отец всё тогда,1
"– Да, хорошенький кошелек… Да… да…",0
"— Извините, пожалуйста, — начал он,",1
– И какие могут быть в,0
"«Лжет! — думал он про себя,",1
"Полковой командир, покраснел, подбежал к лошади,",0
"— Пишите же, — сказал письмоводитель",1
"– Lise, – сказал сухо князь",0
— Погляди-ка хорошенько.,1
"За дверью послышались, впрочем, голоса про",1
"— Я видел, видел! — кричал",1
— За оговор и за злобу,1
"— Лжешь, ничего не будет! Зови",1
— Вы много сказали любопытного о,1
"В кабинете, полном дыма, шел разговор",0
"— Я всё, всё понимаю! —",1
Но почти в ту же минуту,1
— А вы лучше вот что,1
"При входе Сони Разумихин, сидевший на",1
"Немец, закрыв глаза, показывал, что не",0
— Ну так что ж красильщик?,1
"– Ну, хорошо, хорошо.",0
"— Лихорадка, — отвечал он отрывисто.",1
До сих пор он не замечал,1
«На какое дело хочу покуситься и,1
"И мать, и сестра были в",1
– II n'y a rien qui,0
"— То-то ты так вспорхнулся вчера,",1
M lle Bourienne и маленькая княгиня,0
"– Ah, vous expediez le courier,",0
Князь Николай Андреич поморщился и ничего,0
Графиня прослезилась и молча соображала что,0
"— Хе-хе! Остроумны, остроумны-с. Всё-то замечаете!",1
– Что делать? Красива! Я всё,0
"Счастливо проскакав между французами, он подскакал",0
"— Про что? А право, не",1
"— Так что ж, что Порфирию?",1
В минуты отъезда и перемены жизни,0
Последние слова были сказаны уже в,1
Вновь нахлынувшая толпа бегущих захватила его,0
"— Не будьте уверены, — ответил",1
"– Ах, Наташа, – сказала Соня,",0
"– Я тебя жду, Пьер, –",0
– Да.,0
"– II m'abandonne ici,et Du sait",0
"– Нет, mon pere. [батюшка.]",0
Соня посмотрела вопросительно.,1
Раскольников продолжал молча его рассматривать.,1
"Она тоже вспыхнула, и в глазах",1
На спусках и подъемах толпы делались,0
«Что им надо? Зачем дворник? Всё,1
— Ах... это вы?.. — сказал,1
— Что это? Что меня сумасшедшим-то,1
– Николенька…ранен…письмо… – проговорила она торжественно,0
"– А чорт их знает, говорят.",0
— В подробности знаете?,1
— Этака кляча да повезет!,1
"– Я поджидаю, ваше величество, –",0
"— Зосимов! Наконец-то! — крикнул Разумихин,",1
Он остановился в раздумье под воротами.,1
— Что это: «решаешься»?,1
"Зосимов был высокий и жирный человек,",1
– Куда вы? – сказал он,0
"Болконский воспользовался этим временем, чтобы зайти",0
"Она грациозно, но всё улыбаясь, отстранилась,",0
— Вот видите-с. Ну так как,1
"– Il est assoupi, [Он задремал,]",0
"– Bonaparte l'a dit, [Это сказал",0
Не успели еще Анна Павловна и,0
Он подошел к князю Василью.,0
"— Эх, ешь те комары! Расступись!",1
— Так вы из того дома?,1
— Да всё; подпишитесь.,1
— Ты и дамам о том,1
"– Право, ей Богу! – отвечала",0
Соня слушала его в недоумении и,1
«Диспозиция к атаке неприятельской позиции позади,0
— Больной?,1
"— Амалия Ивановна, надо будет дать",1
"Он расчеркнул подпись, вдруг быстро повернулся",0
— Аль зайти?,1
— Всё это вздор! — с,1
— Где? — слабо выговорил Раскольников.,1
"– Ma chere, je vous dirai,",0
Соня даже с удивлением смотрела на,1
"— Двугривенный, небось, отдал, — отвечала",1
"— Что делать? Сломать, что надо,",1
"– Какова, какова? Смотрите, смотрите, –",0
"— Нет-с, всё прошло... Ведь уж",1
"– Мы можем уехать, – сказал",0
"— Очень может быть, — презрительно",1
— Как его зовут?,1
"– Я это знаю, и я",0
"– А недалеко, – должно быть,",0
"Ночь была туманная, и сквозь туман",0
Он вскочил и сел на диване.,1
"— И оскорбительно, оскорбительно! Я понимаю",1
— Один. А Митька неповинен и,1
– N'est ce pas? [Не правда,0
– Милая ты моя княжна Катерина,0
— Какая еще там макушка?,1
— Заморишь! — кричит третий.,1
"— Да... был так добр... Дуня,",1
"— Ах, друг мой, да я",1
Он сел опять и стал молча,1
"– Нет, обещайте, обещайте, Basile, [Василий,]",0
"«Ей три дороги, — думал он:",1
"– Ну, что, Леля? – обратился",0
Денисов сморщился еще больше.,0
Лужин сделал горький вид и осанисто,1
"Помощник до того вспылил, что в",1
– Слушаю с.,0
"– Ну, что, моя милая? –",0
— Они там останутся?,1
Старик Гаврило принес вино.,0
"– А вам должно казаться, –",0
– Отчего вы никогда не бывали,0
"Но Борис, заметив, что Ростов сбирался",0
"— Ах, Дунечка, бог его знает,",1
"— Так, ничего, одну штуку вспомнил,",1
"Гостьи встали и уехали, обещаясь приехать",0
— Страдание принять и искупить себя,1
— О чем бредил?,1
"– Ну, как ладишь с начальством?",0
"До полудня 19 числа движение, оживленные",0
– Нет еще. А вы куда?,0
— Пойду...,1
Кутузов отвернулся. На лице его промелькнула,0
"— Как же-с, в соседстве...",1
— Лжете вы всё! — вскричал,1
— А чего ты опять краснеешь?,1
Во второй комнате трактира сидел поручик,0
"— Да, славная вещь, — ответил",1
"«После того, — вскрикнул он, срываясь",1
"– Ваше сиятельство, когда прикажете доставить?",0
"– Петя, ты глуп, – сказала",0
— Не правда ли-с? — продолжал,1
"— Родя, Родя! Помирись с нами,",1
"Плач бедной, чахоточной, сиротливой Катерины Ивановны",1
"– Так я буду надеяться, ваше",0
— Полтора рубля! — вскрикнул молодой,1
Он легко отыскал Разумихина; в доме,1
Андрей Семенович сидел почему-то всё это,1
"– А затэ м, мы лосты",0
Разумихин дорогою к Порфирию был в,1
Он был по-видимому тверд и спокоен.,1
"— Это я... к вам, —",1
– Да вы его видели? –,0
"На слова Жеркова некоторые улыбнулись, как",0
И Порфирий остановился перед ним с,1
— Что вы говорите! — вскричала,1
"— Нет, нет... вздор... ничего!.. Немного",1
Гусарский корнет Жерков одно время в,0
"– Молодцами, ребята! – сказал князь",0
"«Вот когда начинается потеха», подумал Анатоль",0
"– Друг сердечный, ты как? –",0
– Фураж не был доставлен в,0
"Жилец открыл глаза, вздрогнул и узнал",1
"— Нет, Соня, это не то!",1
– И скоро она родит? –,0
— Не могу сказать; но меня,1
"— Или? Что «или»? Ну, что?",1
— Да дай хоть чаю-то! Горло,1
Старый князь в это утро был,0
— Понятное дело; белье можно бы,1
«Как мог быть в нерешимости государь?»,0
"Но влияние в свете есть капитал,",0
"– Еще есть время, мой друг.",0
"– Очень хорошо, извольте подождать, –",0
Наташе не понравился тон снисхождения до,0
Он указал невестке место подле себя.,0
— Ну что ж что читали?,1
"– Ma chere, – сказал вдруг",0
"— Чтоб удивить-то? Хе-хе! Ну, это",1
В день именин Элен у князя,0
Соня не договорила и заплакала.,1
"— Не совсем так, это правда,",1
"И как только он сказал это,",1
"– Всё таки я не понял,",0
"«Заочно, кажется, так ведь любил их»,",1
Раскольников остановился еще раз.,1
"«Бывают же такие противные лица», подумал",0
"— Не жалей, братцы, бери всяк",1
"Войска авангарда расположились впереди Вишау, в",0
— Нет.,1
– Et savez vous que vous,0
Неотразимое и необъяснимое желание повлекло его.,1
"— А вам какое до нее,",1
"– Вот вам реляция и будет,",0
– Кто велено? – угрюмо спросил,0
"— Я этого не говорил, а",1
Подъехав к крыльцу большого дома у,0
"– Ach, Erlaucht? – сказал Франц,",0
"Несмотря на то, или именно потому,",0
— Так какого же тебе черта,1
После обеда он прошел к невестке.,0
– А какой свежий был мужчина!,0
Анна Михайловна посмотрела на Веру и,0
"— Она-то? Вообразите себе, о самых",1
— А! — закричала она в,1
"Кавалергарды скакали, но еще удерживая лошадей.",0
"— Постойте, я загляну вперед, проснулся",1
"— Батюшка, потише! Ведь услышат, придут!",1
"«Вот оно!» думал князь Андрей, схватив",0
На другой день войска выступили в,0
— Гм! Да! А что мне,1
"– Я думаю, не трогаете, –",0
– Или у вас денег много,0
"— Хитро! Нет, брат, это хитро.",1
– Ты живешь в деревне и,0
"— Оставьте, оставьте меня все! —",1
— Как же не мошенники?,1
– И тебе не стыдно будет,0
"— Вы сумасшедший, — выговорил почему-то",1
— Убирайся!,1
– Возьмите стакан отварной воды и,0
— Простить бы надо в предсмертный,1
– Вот как! – сказал он.,0
"— Господи, Дунечка! — заговорила тотчас",1
— Выходил.,1
"— Да, ушиб, — пробормотал осчастливленный",1
"Между тем Несвицкий, Жерков и свитский",0
"— Пусти и меня, братцы! —",1
"– Et vous disiez, que les",0
"– Вы меня помните? – спокойно,",0
"– Да, да, разумеется, – подхватил",0
"— Она вскачь-то уж десять лет,",1
– Песенники вперед! – послышался крик,0
— Да куда ты?,1
